name,player,pos,team,overallRank,projectedPtsMean,projectedPtsMedian,pick,sdPts,sdPick,risk
AARONDOBSON,Aaron Dobson,WR,NE,163,87.02,88.89749931,133,21.26800638,13.2826,5.416503544
NATEWASHINGTON,Nate Washington,WR,TEN,164,86.32,87.92445932,189.3,15.64404649,29.3,6.387687266
MARVINJONES,Marvin Jones,WR,CIN,165,86.97628571,87.55029954,132.7696686,9.328084323,27.6869,5.442364882
MICHAELVICK,Michael Vick,QB,NYJ,166,85.32714286,87.29331242,224.3,64.99676882,38,13.36882089
LEGARRETTEBLOUNT,LeGarrette Blount,RB,PIT,167,87.80833333,87.10019435,137.7306723,29.06022052,17.6978,6.834672348
DWAYNEALLEN,Dwayne Allen,TE,IND,168,84.92285714,87.0247595,153.1,14.83112878,16.3,4.937264047
ODELLBECKHAM,Odell Beckham,WR,NYG,169,86.34571429,86.91074116,143.05,4.15199321,12.75,3.25345892
MALCOMFLOYD,Malcom Floyd,WR,SD,170,86.10571429,86.12513033,154.1,12.41853454,24.9,5.533456286
ANDREHOLMES,Andre Holmes,WR,OAK,171,84.92,84.91791587,162.9,16.08353195,23,5.787422191
JORDANMATTHEWS,Jordan Matthews,WR,PHI,172,86.03666667,84.40000629,135.3785714,17.49091193,20.0956,5.659049897
MILESAUSTIN,Miles Austin,WR,CLE,173,86.22285714,83.45006321,162.6,27.1025829,19.2,6.749636717
JAREDCOOK,Jared Cook,TE,STL,174,84.42857143,83.00001275,167.4,8.623969918,19.3,4.484505534
GARRETTGRAHAM,Garrett Graham,TE,HOU,175,80.74,82.49984717,163.2,15.16804285,20.9,5.456557537
SHONNGREENE,Shonn Greene,RB,TEN,176,85.72,82.34145385,142.2,18.26737712,23,6.056348193
LANCEDUNBAR,Lance Dunbar,RB,DAL,177,79.14571429,82.2753623,153.3,16.76782633,21.7,5.73665671
DONNIEAVERY,Donnie Avery,WR,KC,178,79.746,80.29009511,189,8.161421153,7.2,3.170711459
ERICEBRON,Eric Ebron,TE,DET,179,79.80857143,79.75,143.7006831,11.07124117,27.0673,5.592664825
JEREMYKERLEY,Jeremy Kerley,WR,NYJ,180,75.95971429,79.43182679,188.6,5.355974412,12.2,3.344592364
JONATHANSTEWART,Jonathan Stewart,RB,CAR,181,78.69142857,79.32760397,135.6833333,16.03151658,15.1739,4.968115133
RONNIEHILLMAN,Ronnie Hillman,RB,DEN,182,75.32857143,79.05250376,166.7,18.77744341,28.8,6.721608949
KNILEDAVIS,Knile Davis,RB,KC,183,76.58,78.17496158,160.9,13.86839504,19.4,5.140708655
MIKEWILLIAMS,Mike Williams,WR,BUF,184,77.72,78.125,169.6,14.47802933,20.1,5.288490483
ROYHELU,Roy Helu,RB,WAS,185,74.41428571,77.47474358,168.9,13.16367657,19.4,5.053927265
TYLEREIFERT,Tyler Eifert,TE,CIN,186,76.20857143,76.475,155.9,10.93785476,16.2,4.447446194
LANCEMOORE,Lance Moore,WR,PIT,187,76.02,75.4246797,178.7,9.302764566,41.7,6.894796042
MIKETOLBERT,Mike Tolbert,RB,CAR,188,75.60857143,74.79028983,174.8,8.493470882,23.8,4.935853151
DEXTERMCCLUSTER,Dexter McCluster,RB,TEN,189,71.81666667,74.65000927,175.7,21.96457754,19,6.096151423
MARCEDESLEWIS,Marcedes Lewis,TE,JAC,190,72.28571429,73.92526819,184.2,11.20854266,21.7,5.052067914
ANDREROBERTS,Andre Roberts,WR,WAS,191,71.70142857,73.6434623,193.7,11.27733188,23.8,5.27866711
CHRISTINEMICHAEL,Christine Michael,RB,SEA,192,76.20571429,73.4452871,132.4529309,34.85360595,15.8478,7.355928606
MOHAMEDSANU,Mohamed Sanu,WR,CIN,193,72.83914286,73.13110085,176.6,8.086191346,25.6,5.072666468
AHMADBRADSHAW,Ahmad Bradshaw,RB,IND,194,76.43142857,72.67660333,124.3,20.94352952,14.4652,5.49938375
CHRISGIVENS,Chris Givens,WR,STL,195,71.17914286,71.28381483,182.3,31.88928862,53,10.84991399
BLAKEBORTLES,Blake Bortles,QB,JAC,196,80.53,70.55858209,234,39.45273332,32,9.600019264
STEPFANTAYLOR,Stepfan Taylor,RB,ARI,197,73.79428571,70.45158449,176.6,22.37839094,22,6.458721592
BRANDONLAFELL,Brandon LaFell,WR,NE,198,64.39428571,70.42479629,179.2,20.76744247,47.1,8.867496091
SCOTTCHANDLER,Scott Chandler,TE,BUF,199,70.72571429,70.26959452,228,9.554355776,54,8.203386217
BRIANHOYER,Brian Hoyer,QB,CLE,200,79,70.01998218,210,54.06453872,36.8,11.89794476
TIMOTHYWRIGHT,Timothy Wright,TE,TB,201,67.7,68.575,0,11.75117015,0,4.111032641
STEVEJOHNSON,Steve Johnson,WR,SF,202,69.8,68.55,164.6,15.8068656,23.9,5.846836111
JAMESWHITE,James White,RB,NE,203,66.81285714,68.52259552,156.3,19.37571664,23.8,6.275929312
COBYFLEENER,Coby Fleener,TE,IND,204,67.80857143,68.49966381,174.2,11.96082892,17.8,4.739611618
JAMESSTARKS,James Starks,RB,GB,205,71.48571429,68.475,161.3,15.66561172,24.2,5.860602816
JERMAINEKEARSE,Jermaine Kearse,WR,SEA,206,66.64285714,68.26034924,178.7,16.76592349,17.5,5.300165863
NATEBURLESON,Nate Burleson,WR,CLE,207,66.72,67.58909573,208,11.44529431,40.4,7.023602543
JONATHANGRIMES,Jonathan Grimes,RB,HOU,208,70.82285714,67.55002562,169.3,23.07573452,40.6,8.476587993
JACQUIZZRODGERS,Jacquizz Rodgers,RB,ATL,209,66.48571429,66.97560069,180.9,13.84791544,15.8,4.764252564
EDDIEROYAL,Eddie Royal,WR,SD,210,65.00771429,66.81755601,193.3,17.88002783,2.1,3.837753145
LEVINETOILOLO,Levine Toilolo,TE,ATL,211,65.34666667,66.44999619,192.3,9.770090412,23.6,5.072286232
TRAVISKELCE,Travis Kelce,TE,KC,212,65.81142857,66.44974132,162.6,12.26875629,21.8,5.193013229
MYCHALRIVERA,Mychal Rivera,TE,OAK,213,62.32285714,63.87476497,234,12.14095783,65,9.664485662
STEVIEJOHNSON,Stevie Johnson,WR,SF,214,63.85,63.85,0,2.899137803,0,1.930894865
JACEAMARO,Jace Amaro,TE,NYJ,215,58.83428571,63.70006688,179.4,23.62694185,13.7,5.750346341
JEROMESIMPSON,Jerome Simpson,WR,MIN,216,62.02285714,63.60028952,0,15.73817016,0,5.092977688
EARLBENNETT,Earl Bennett,WR,CLE,217,63.55,63.55,0,17.88980156,0,5.622895871
ZACHMILLER,Zach Miller,TE,SEA,218,61.20571429,63.24984994,219,11.56455998,25,5.438682062
KENBRELLTHOMPKINS,Kenbrell Thompkins,WR,NE,219,59.02,63.1,159,19.8784976,29.2,6.898744687
BRANDONGIBSON,Brandon Gibson,WR,MIA,220,61.43,61.90023378,191,15.17911943,6,3.910249589
MARLONBROWN,Marlon Brown,WR,BAL,221,54.73428571,61.5246507,191.6,23.242623,22.3,6.5963072
DENARIUSMOORE,Denarius Moore,WR,OAK,222,62.32,60.82520488,178.6,23.40249274,18,6.169350512
DONALDBROWN,Donald Brown,RB,SD,223,62.44571429,60.67551621,160.1,11.57920961,20.9,5.014616602
AUSTINPETTIS,Austin Pettis,WR,STL,224,43.98333333,60.55000103,0,25.65612987,0,7.535639188
BRIANQUICK,Brian Quick,WR,STL,225,58.69666667,60.34992645,193.7,15.75991751,29.1,6.381181892
BRENTCELEK,Brent Celek,TE,PHI,226,61.44857143,60.25,0,11.42561867,0,4.030853641
MARCELREECE,Marcel Reece,RB,OAK,227,57.30666667,59.90638469,185.7,5.166817202,9.7,3.06162241
ALLENROBINSON,Allen Robinson,WR,JAC,228,57.89428571,57.875,172.8,20.82437903,18.8,5.934969441
JERMAINEGRESHAM,Jermaine Gresham,TE,CIN,229,59.82,57.82516615,210,15.36678546,37.7,7.226057464
JERRELJERNIGAN,Jerrel Jernigan,WR,NYG,230,52.99266667,57.53205561,187.3,24.47446152,63.1,10.98592044
BRANDONBOSTICK,Brandon Bostick,TE,GB,231,55.59333333,56.24999666,196,11.01303773,40.5,6.980760081
TEDGINN,Ted Ginn,WR,ARI,232,55.31714286,56.17153203,0,20.21227821,0,6.194890965
AUSTINSEFERIANJENKINS,Austin Seferian-Jenkins,TE,RIA,233,55.37,55.85008367,192.1,20.26351401,32.5,7.28892988
JORDANTODMAN,Jordan Todman,RB,JAC,234,50.96571429,55.525,183.8,20.2077425,25.8,6.586128963
JOHNBROWN,John Brown,WR,ARI,235,51.08,55.09962624,168.4,25.18579917,27.1,7.334175302
TREMASON,Tre Mason,RB,STL,236,59.30428571,54.47886396,145.7932027,29.64383715,24.1847,7.580339055
JEFFCUMBERLAND,Jeff Cumberland,TE,NYJ,237,54.03666667,54.34985264,0,11.39135637,0,4.022415294
KADEEMCAREY,Ka'Deem Carey,RB,CHI,238,53.88333333,54.3,187.8,8.574069434,32.5,5.849452555
GREGLITTLE,Greg Little,WR,OAK,239,53.1,53.5502981,0,18.65140745,0,5.810469267
JOSHGORDON,Josh Gordon,WR,CLE,240,42.8,53.4632501,118.8668444,9.90420786,17.8804,4.494703614
CJANDERSON,C.J. Anderson,RB,DEN,241,55.11714286,53.24138382,159.05,20.01219533,15.09235,5.449838589
BRANDONPETTIGREW,Brandon Pettigrew,TE,DET,242,51.68333333,53.1,197,6.552455011,1,2.328580258
JERMICHAELFINLEY,Jermichael Finley,TE,FA,243,52.65,52.65,159.5,7.72031951,5.5,2.939812705
CASEKEENUM,Case Keenum,QB,HOU,244,41.16,52.455,0,34.92770247,0,9.819104144
COLEBEASLEY,Cole Beasley,WR,DAL,245,52.2,52.37524638,0,12.28805072,0,4.24325918
JACOBYJONES,Jacoby Jones,WR,BAL,246,44.37314286,52.1502298,0,14.79067499,0,4.859622236
DEREKCARR,Derek Carr,QB,OAK,247,55.80666667,51.73020079,0,41.36604598,0,11.40478248
BOBBYRAINEY,Bobby Rainey,RB,TB,248,52.16,51.69970369,173,16.54195244,11,4.597426412
TIQUANUNDERWOOD,Tiquan Underwood,WR,CAR,249,51.14666667,51.60020908,0,18.0481301,0,5.661890082
MIKEGLENNON,Mike Glennon,QB,TB,250,53.65428571,51.54306489,246.5,17.10169471,42.5,7.93827888
LATAVIUSMURRAY,Latavius Murray,RB,OAK,251,51.82833333,51.09503985,184.8,17.63983418,23.6,6.041392817
BILALPOWELL,Bilal Powell,RB,NYJ,252,52.82857143,50.8751735,190,10.30362858,8,3.517606532
OWENDANIELS,Owen Daniels,TE,BAL,253,48.76285714,50.04980057,199.5,12.54591567,35.6,6.660557856
KRISDURHAM,Kris Durham,WR,DET,254,40.76,49.9,0,22.57449889,0,6.776674483
MARTAVISBRYANT,Martavis Bryant,WR,PIT,255,48.98333333,49.59969954,0,21.30327831,0,6.463589771
TOMSAVAGE,Tom Savage,QB,HOU,256,68.13,49.35065549,0,58.01504862,0,15.50521028
ANTHONYFASANO,Anthony Fasano,TE,KC,257,50.37,49.30004514,0,7.731084443,0,3.120939025
DAVANTEADAMS,Davante Adams,WR,GB,258,52.15142857,49.24286638,176.8,25.26050936,11.4,5.712606929
MICHAELBUSH,Michael Bush,RB,NA,259,49.1,49.1,0,0,0,0
CODYLATIMER,Cody Latimer,WR,DEN,260,37.26571429,48.7499965,179.9,23.43447603,32.1,7.637864514
JASONAVANT,Jason Avant,WR,CAR,261,48.06571429,48.425,0,16.06916598,0,5.174497553
DANIELTHOMAS,Daniel Thomas,RB,MIA,262,44.95166667,48.41095707,237.5,11.67236123,54.5,8.516139798
STEPHENHILL,Stephen Hill,WR,NYJ,263,40.42285714,48.34958465,178.5,14.69349062,3.5,3.59077113
ANDREWQUARLESS,Andrew Quarless,TE,GB,264,48.16285714,47.80001275,135,21.81684583,0,4.104417826
ROBERTTURBIN,Robert Turbin,RB,SEA,265,46.77428571,47.74970403,172.6,22.59542642,16.3,5.893385642
KEVINOGLETREE,Kevin Ogletree,WR,DET,266,46.36666667,47.05,0,3.611555528,0,2.106353871
MARQUISEGOODWIN,Marquise Goodwin,WR,BUF,267,38.58371429,46.93608294,0,20.47202034,0,6.258861994
BENNYCUNNINGHAM,Benny Cunningham,RB,STL,268,47.31714286,46.55013531,185.7,20.87653045,6.9,4.705331391
ADRIENROBINSON,Adrien Robinson,TE,NYG,269,44.638,46.00016059,186,19.14436523,8,4.606284429
CHRISPOLK,Chris Polk,RB,PHI,270,45.94714286,45.95001387,171.1,10.80988591,29.5,5.813166675
AJJENKINS,A.J. Jenkins,WR,KC,271,46.13742857,45.90942682,0,10.92311594,0,3.907093907
AUSTINCOLLIE,Austin Collie,WR,NA,272,45.9,45.9,0,0,0,0
JARVISLANDRY,Jarvis Landry,WR,MIA,273,44.23428571,45.70021862,235.5,25.23170719,48.5,9.56265943
DALLASCLARK,Dallas Clark,TE,NA,274,45.4,45.4,0,0,0,0
LUKEWILLSON,Luke Willson,TE,SEA,275,44.89166667,45.025,0,14.97205731,0,4.904294287
LANCEKENDRICKS,Lance Kendricks,TE,STL,276,46.18666667,44.75013531,0,7.994748276,0,3.185875918
ROBHOUSLER,Rob Housler,TE,ARI,277,44.6,44.25000579,0,19.5263924,0,6.025966415
JOHNCARLSON,John Carlson,TE,ARI,278,43.16666667,44.10045416,0,10.57443458,0,3.821218327
BRANDONLLOYD,Brandon Lloyd,WR,SF,279,45.93333333,43.75,0,4.82113403,0,2.40425696
PAULRICHARDSON,Paul Richardson,WR,SEA,280,43.3,43.69995957,223,15.47950258,44,7.894322613
MATTASIATA,Matt Asiata,RB,MIN,281,42.44666667,43.55,0,14.80333296,0,4.862739725
TRAVARISCADET,Travaris Cadet,RB,NO,282,41.922,43.49952268,185,24.01150391,9,5.309510775
ACESANDERS,Ace Sanders,WR,JAC,283,43.70733333,43.16087056,0,20.46417724,0,6.256930343
BRANDONMYERS,Brandon Myers,TE,TB,284,45.39,42.95026997,182.5,10.46016252,15.5,4.315912153
MARIOMANNINGHAM,Mario Manningham,WR,NYG,285,38.3,42.5,0,34.56428793,0,9.729599978
JERICKMCKINNON,Jerick McKinnon,RB,MIN,286,37.08333333,42.47132639,218.3,24.2000551,35.1,8.043752286
GAVINESCOBAR,Gavin Escobar,TE,DAL,287,41.92,42.45012269,175,11.2722225,14.1,4.270493094
BRANDONBOLDEN,Brandon Bolden,RB,NE,288,41.39714286,42.15000543,0,16.53183192,0,5.288446018
TROYNIKLAS,Troy Niklas,TE,ARI,289,40.325,42.07476383,0,20.54724231,0,6.277388166
RYANGRIFFIN,Ryan Griffin,TE,HOU,290,42.3,42.00016655,0,22.39151625,0,6.731608295
SANTONIOHOLMES,Santonio Holmes,WR,CHI,291,42.03333333,41.95,0,23.02006371,0,6.886411171
DEVINSTREET,Devin Street,WR,DAL,292,36.95,41.9,0,15.80558973,0,5.10958223
MIKEBROWN,Mike Brown,WR,JAC,293,33.54,41.83555241,0,3.982775414,0,2.197780389
QUINTONPATTON,Quinton Patton,WR,SF,294,42.48333333,41.7,0,10.93434955,0,3.909860594
JUNIORHEMINGWAY,Junior Hemingway,WR,KC,295,41.83666667,41.69976341,0,13.89538293,0,4.639123714
ANDREBROWN,Andre Brown,RB,HOU,296,41.55,41.55,142.25,10.39446968,8.8,3.61188949
DENARDROBINSON,Denard Robinson,WR,JAX,297,38.535,41.45038554,0,23.24546443,0,6.941924369
DAVIDNELSON,David Nelson,WR,NYJ,298,30.61166667,41.00594478,0,14.14874553,0,4.701523551
JARIUSWRIGHT,Jarius Wright,WR,MIN,299,41.23666667,40.79940876,0,23.56548323,0,7.020740741
ARRELIOUSBENN,Arrelious Benn,WR,PHI,300,40.4,40.4,0,0,0,0
PEYTONHILLIS,Peyton Hillis,RB,NYG,301,37.96666667,40.30000563,0,18.15154723,0,5.687360345
JOEMORGAN,Joe Morgan,WR,NO,302,42.1,39.975,0,10.9658561,0,3.917620239
FOZZYWHITTAKER,Fozzy Whittaker,RB,CAR,303,39.8,39.8,0,0,0,0
CHARLIEWHITEHURST,Charlie Whitehurst,QB,TEN,304,50.23,39.30015822,0,39.72390045,0,11.00034388
ALLENHURNS,Allen Hurns,WR,JAC,305,39.3,39.3,0,33.37544007,0,9.436802571
DRIARCHER,Dri Archer,RB,PIT,306,32.85142857,39.15031217,0,18.54838717,0,5.785096743
JOSEPHFAURIA,Joseph Fauria,TE,DET,307,42.56,39.10029934,0,21.26057384,0,6.453072228
MIKEJAMES,Mike James,RB,TB,308,38.21142857,38.8847871,0,10.20912943,0,3.731248531
JONATHANDWYER,Jonathan Dwyer,RB,ARI,309,35.66285714,38.875,198.4,13.21599896,22.9,5.423917522
JAREDABBREDERIS,Jared Abbrederis,WR,GB,310,38.7,38.7,0,0,0,0
BENWATSON,Ben Watson,TE,NO,311,38.35,38.35,0,1.626345597,0,1.617423082
TJGRAHAM,T.J. Graham,WR,BUF,312,35.74166667,37.875,0,15.03484841,0,4.919758899
JONBALDWIN,Jon Baldwin,WR,DET,313,37.75,37.75,0,2.050609665,0,1.721913676
GRIFFWHALEN,Griff Whalen,WR,IND,314,34.6,37.52090012,0,16.6807274,0,5.325116994
ROBERTMEACHEM,Robert Meachem,WR,NO,315,31.22666667,37.4005422,0,18.9336399,0,5.879979364
BRYCEBROWN,Bryce Brown,RB,BUF,316,39.38857143,37.30018295,155.1,10.68539101,12.2,4.000874559
JEFFJANIS,Jeff Janis,WR,GB,317,37.1,37.1,0,0,0,0
MIKELLESHOURE,Mikel Leshoure,RB,DET,318,27.88333333,36.81516814,0,23.87655754,0,7.097354203
KESHAWNMARTIN,Keshawn Martin,WR,HOU,319,39.05333333,36.74958657,0,13.38189075,0,4.512657423
THADLEWIS,Thad Lewis,QB,BUF,320,40.52,36.62,0,30.58158923,0,8.748714286
DARICKROGERS,Da'Rick Rogers,WR,IND,321,36.09166667,36.6,0,7.583095234,0,3.084491252
CJFIEDOROWICZ,C.J. Fiedorowicz,TE,HOU,322,39,36.58767374,0,14.32119641,0,4.743995909
BENJARVUSGREENELLIS,BenJarvus Green-Ellis,RB,CIN,323,36.17285714,36.49273222,169.8,11.69736784,21.5,5.091489362
DUJUANHARRIS,DuJuan Harris,RB,GB,324,26.05083333,36.46240783,0,12.1878888,0,4.218590631
KIRKCOUSINS,Kirk Cousins,QB,WAS,325,35.61714286,36.39491034,0,13.75652503,0,4.604924862
RYANBROYLES,Ryan Broyles,WR,DET,326,28.94166667,35.84287593,0,23.8742958,0,7.096797167
CLAYHARBOR,Clay Harbor,TE,JAC,327,32.26666667,35.35,0,11.79590324,0,4.122049805
DONTEMONCRIEF,Donte Moncrief,WR,IND,328,31.92,34.95144454,183.5,22.72194241,7.5,4.994903955
JASONCAMPBELL,Jason Campbell,QB,CIN,329,33.94333333,34.75210028,0,35.81323591,0,10.03719925
MARCUSLATTIMORE,Marcus Lattimore,RB,SF,330,31.23333333,34.66233128,178.7,23.56587929,6.1,4.953410325
JALENSAUNDERS,Jalen Saunders,WR,NYJ,331,30.26666667,34.45,0,17.97368447,0,5.643555114
MARQUESSWILSON,Marquess Wilson,WR,CHI,332,42.35,34.38116844,0,22.64655971,0,6.794422105
ANDRECALDWELL,Andre Caldwell,WR,DEN,333,29.245,34.32858634,144,14.52033057,0,3.205900519
DARRIUSHEYWARDBEY,Darrius Heyward-Bey,WR,PIT,334,34.15,34.15,0,21.28391411,0,6.458820627
DAVIDAUSBERRY,David Ausberry,TE,OAK,335,34.695,33.975,0,20.61928143,0,6.295130441
SHAUNHILL,Shaun Hill,QB,STL,336,24.64,33.70439246,0,19.90856968,0,6.120091595
ISAIAHCROWELL,Isaiah Crowell,RB,CLE,337,33.39,33.63104759,178.3,12.27754047,13.3,4.311194833
ALFREDBLUE,Alfred Blue,RB,HOU,338,31.472,33.44883687,181,12.09580175,39.2,6.979063485
WILLISMCGAHEE,Willis McGahee,RB,NA,339,33.2,33.2,0,0,0,0
VINCENTBROWN,Vincent Brown,WR,SD,340,35.50857143,33.14021968,0,20.10767302,0,6.169128098
CHRISOWUSU,Chris Owusu,WR,TB,341,27.77,33.00046819,0,13.13798564,0,4.452586841
LARRYDONNELL,Larry Donnell,TE,NYG,342,32.9,32.9,0,20.78893937,0,6.336914934
CHRISHOGAN,Chris Hogan,WR,BUF,343,32.85,32.85,0,4.596194078,0,2.348857243
SHAQEVANS,Shaq Evans,WR,NYJ,344,32.8,32.8,0,38.18376618,0,10.62102931
BENJAMINWATSON,Benjamin Watson,TE,NO,345,32.4,32.4,0,0,0,0
SANTANAMOSS,Santana Moss,WR,WAS,346,32.125,32.26409646,0,15.29630511,0,4.984152206
BRUCEELLINGTON,Bruce Ellington,WR,SF,347,32.1,32.1,0,14.99066376,0,4.908876809
LAVONBRAZILL,LaVon Brazill,WR,NA,348,32,32,0,0,0,0
